@relation 'predictive_maintenance-weka.filters.unsupervised.attribute.Remove-R1-2,10-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NumericToNominal-R9-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0'

@attribute Type=M numeric
@attribute Type=L numeric
@attribute Type=H numeric
@attribute 'Air temperature [K]' numeric
@attribute 'Process temperature [K]' numeric
@attribute 'Rotational speed [rpm]' numeric
@attribute 'Torque [Nm]' numeric
@attribute 'Tool wear [min]' numeric
@attribute Target {0,1}

@data
0,1,0,300.8,310.9,1732,25.7,109,0
0,1,0,300.5,309.5,1379,55.6,2,0
0,0,1,300.8,310.4,1419,46.4,200,0
1,0,0,302,311.3,1530,36.4,27,0
0,1,0,302.9,312.4,1424,49.5,155,0
0,1,0,298.9,310.6,1387,52.7,2,0
0,1,0,303.1,311.3,1474,34.8,215,0
0,1,0,298.8,309.6,1890,24,173,0
0,1,0,302.3,311.4,1845,21.9,27,0
0,1,0,298.8,309.6,1890,24,173,0
0,1,0,300.4,311.1,1589,35.5,191,0
0,0,1,298.8,309.2,1425,53.9,135,0
1,0,0,299.9,309.4,1399,54.8,3,0
0,1,0,297.4,308.4,1434,39.9,2,0
0,0,1,301.8,310.5,1478,38.6,141,0
1,0,0,298.1,308.8,1434,41.8,93,0
0,1,0,298.4,307.9,2381,14.2,164,0
0,1,0,297.4,308.5,1471,43.9,45,0
1,0,0,298,309.2,1438,42.9,101,0
0,1,0,298.8,310.1,1481,47.4,187,0
0,1,0,303.8,313.1,1394,45.4,36,0
1,0,0,300.7,310.6,1439,41.7,184,0
0,0,1,302.2,310,1468,43.6,38,0
1,0,0,299.1,310.3,1838,24,235,0
1,0,0,298.8,308.7,1543,38.2,44,0
1,0,0,300.7,310.6,1418,46.3,84,0
1,0,0,301,310.8,1533,39.3,194,0
1,0,0,302.3,311,1384,49.7,192,0
0,1,0,299.4,308.7,1681,30.8,171,0
0,1,0,300.9,310.4,1536,34.2,45,0
1,0,0,298,307.6,1459,44.4,163,0
0,1,0,302.4,311.3,1392,50.5,51,0
0,1,0,302,310.9,1539,34.2,13,0
0,1,0,300.2,310.5,1416,46.7,90,0
0,1,0,299.1,308.6,1408,46.7,196,0
1,0,0,299.4,309.3,1485,47.1,209,0
0,1,0,303.7,312.7,1335,51.1,161,0
0,1,0,299.9,311.4,1627,36.7,118,0
0,1,0,297.4,308.1,1474,39.4,20,0
1,0,0,302.5,312,1521,40.2,174,0
0,1,0,300.3,311,1613,34.7,142,0
0,1,0,297.8,309,1340,56.9,6,0
0,1,0,300.3,311.8,1547,39.7,121,0
0,1,0,297.4,308.3,1395,48.7,21,0
0,1,0,299.3,308.4,1406,47.4,3,0
0,1,0,300.5,309.8,1345,62.7,153,0
0,1,0,300.2,310.1,1523,42.3,25,0
1,0,0,302.2,311.3,1658,31,2,0
1,0,0,297.1,307.9,1609,38.9,166,0
0,1,0,301,310.5,1429,39.4,98,0
0,0,1,301.1,311.3,2207,16.6,43,0
1,0,0,296.7,307.9,1874,21.3,130,0
0,1,0,299.2,310.4,1570,37.3,37,0
0,1,0,300.2,311.6,1827,27,22,0
0,0,1,299.4,309,1415,51.7,62,0
0,1,0,299.3,308.5,1589,32.7,74,0
1,0,0,297.5,308.1,1907,23.5,125,0
0,1,0,298.8,308.6,1501,35,55,0
1,0,0,299.2,308.6,1586,35.7,138,0
1,0,0,300.5,311.9,1676,35.2,97,0
0,0,1,297.7,307.3,1514,38.6,19,0
1,0,0,297.4,308.7,1798,23,135,0
1,0,0,298.7,308.5,1360,52.9,69,0
0,1,0,299.1,308.9,1686,29.6,108,0
0,1,0,302.6,311,1537,35.5,91,0
0,1,0,299.2,308.8,1542,39.2,179,0
0,1,0,303.5,311.9,1493,38.7,14,0
0,1,0,300.7,311,1462,41.9,126,0
1,0,0,300.1,311.4,1913,21.9,15,0
0,1,0,298.6,309.9,1630,30.6,2,0
0,1,0,299.5,310,1388,52.4,94,0
0,1,0,301.4,310.6,1634,31.1,171,0
1,0,0,298.5,308.7,1347,48.5,33,0
0,1,0,304.2,313.5,1438,50.1,100,0
0,1,0,299.3,308.8,1636,29.9,201,0
1,0,0,301,310.9,2047,17.9,178,0
1,0,0,299.7,308.9,1551,35.4,82,0
1,0,0,298.8,310.1,1501,48.7,192,0
0,0,1,302,309.9,1447,42.8,185,0
0,1,0,297.4,308.3,1465,42,13,0
0,1,0,303.1,311.3,1657,31.8,217,0
1,0,0,300.1,309.6,1376,52.1,147,0
0,1,0,302.4,312.1,1455,40.4,28,0
1,0,0,299.2,310.6,1443,50.9,85,0
1,0,0,298.9,309.6,1567,34.5,204,0
0,1,0,298.1,309.5,1467,41.8,48,0
0,1,0,299.8,309.4,2256,15.9,201,0
0,1,0,300.5,311.6,1365,53,85,0
0,1,0,299.4,309.3,1596,31.8,40,0
0,1,0,301,310.4,1563,34.4,124,0
1,0,0,296.7,307.8,1537,36.3,233,0
0,1,0,295.6,306.2,1428,44.5,51,0
1,0,0,300,309.6,1477,38.1,13,0
1,0,0,299.3,308.7,1420,50.3,208,0
0,1,0,299.1,310.3,1619,35.2,240,0
1,0,0,302.3,311.2,1507,47.7,70,0
0,1,0,297.5,308.2,1327,56.5,189,0
0,1,0,297.8,308.9,1518,40.4,2,0
0,1,0,301.9,310.9,1616,34.5,46,0
1,0,0,302.2,311.3,1375,47,98,0
0,1,0,299.8,310.4,1698,28.3,103,0
0,1,0,300.4,311.4,1309,55.5,71,0
0,1,0,300.1,311.4,1572,36.2,199,0
0,1,0,303.6,312.6,1540,39.8,21,0
0,1,0,302.2,311.1,1630,34.6,94,0
0,1,0,301.8,310.5,1548,34.1,93,0
0,1,0,298.8,308.6,1631,32.4,38,0
0,1,0,298.7,309.7,1881,21.7,29,0
0,1,0,299.8,309.8,1542,39.4,155,0
0,1,0,303.4,311.7,1793,25.8,161,0
1,0,0,302.3,310.1,1731,33.4,112,0
0,1,0,304.1,313.1,1969,20.8,59,0
0,1,0,299.4,309.2,1607,31.7,145,0
0,1,0,298.1,307.7,1495,48.1,111,0
0,1,0,300.6,309.4,1468,44.1,76,0
0,1,0,298.8,309.8,1437,42.8,23,0
0,1,0,300.6,309.3,1601,40.2,69,0
1,0,0,298.1,309.1,1448,52.5,150,0
0,1,0,301.3,310.3,1419,55.7,125,0
0,1,0,302.2,311.5,1616,34,19,0
1,0,0,302.4,310.7,1521,40.4,152,0
0,0,1,301.2,312.4,1395,47.8,90,0
0,1,0,298,308.7,1506,47,208,0
0,1,0,300,309.2,1444,43.6,123,0
1,0,0,301.1,310.5,1309,60.7,100,0
0,0,1,296.2,307,1542,40.6,28,0
0,1,0,300.4,309.7,1685,31.3,152,0
1,0,0,302.3,311.2,1432,42.7,68,0
0,1,0,300.6,309.6,1423,49.1,74,0
0,1,0,300.8,311.4,1492,40.6,20,0
1,0,0,303.6,312.1,1627,32.5,7,0
0,1,0,301.9,311.2,1369,49.8,66,0
0,0,1,302.6,312,1657,29.3,37,0
1,0,0,297.4,308.5,1465,55.9,153,0
0,1,0,300,309,2174,16.9,112,0
0,1,0,303.7,312.4,1348,51,152,0
0,1,0,296.8,307.9,1489,33.4,123,0
0,1,0,299.7,311.2,1352,52.1,176,0
1,0,0,298.3,307.7,1439,43.8,111,0
1,0,0,300.4,309.8,1421,47.2,0,0
0,1,0,300,310.2,1675,29.7,64,0
0,1,0,302.3,311.1,1589,29.9,141,0
1,0,0,302,311.2,1625,30.7,189,0
0,1,0,300.1,309.3,1654,31,201,0
0,1,0,298,307.6,1683,32.8,122,0
0,1,0,299.9,309,1553,40,88,0
0,1,0,300.5,309.8,1550,37.4,148,0
1,0,0,298.3,308.8,1349,52.1,104,0
1,0,0,298,308.5,1666,31,198,0
1,0,0,298.8,309.1,1559,34.7,95,0
0,1,0,299.6,309.1,2266,15.3,79,0
0,1,0,301.8,311.3,1471,44.2,148,0
0,1,0,302.2,311.3,1378,55.5,35,0
0,1,0,299.4,308.7,1512,37.2,126,0
0,1,0,300.7,311.1,2377,14.3,135,0
0,1,0,302.7,312.1,1688,32,155,0
0,1,0,298.5,308.8,1305,58.7,26,0
0,1,0,297.4,308.1,1749,25.9,8,0
0,1,0,301.4,310.6,2137,18,99,0
0,1,0,298.9,308.5,1459,43.1,147,0
1,0,0,297.5,308,1430,44.5,178,0
1,0,0,302.3,311.7,1483,40.5,8,0
0,1,0,301.5,309.8,1549,38.5,81,0
1,0,0,298.7,309.9,1434,53,144,0
0,0,1,303.2,311.4,1607,36.6,43,0
0,1,0,296.9,308.1,1422,48.7,215,0
0,1,0,298.9,309.8,1390,49.9,21,0
0,1,0,299.5,308.6,1672,30.5,177,0
1,0,0,299.7,309.6,1534,39.1,176,0
0,1,0,302.1,311.4,1549,44.6,31,0
0,1,0,303,312.7,2024,19.9,102,0
0,1,0,300.6,311.8,1501,44.8,226,0
0,1,0,300.2,309.5,1729,28.4,131,0
0,1,0,297.3,308.7,1551,40,125,0
0,1,0,297.1,308.4,1304,53.5,153,0
0,0,1,299.9,311.4,1497,37,162,0
1,0,0,303.4,311.8,2133,18.3,207,0
0,1,0,297.8,307.5,1388,40,159,0
1,0,0,300.6,309.4,1541,35.2,105,0
0,0,1,300,309.5,1781,24.9,70,0
0,1,0,298.9,309.1,1369,44.4,198,0
0,1,0,302.2,311.5,1744,31.2,172,0
0,0,1,300.3,309.9,1509,46.6,125,0
0,1,0,297.2,308,1869,25.4,163,0
0,1,0,299.4,308.9,1583,34.1,176,0
1,0,0,298.5,309.6,1438,44.5,124,0
0,1,0,300.4,310.5,1402,54.3,44,0
0,1,0,301.3,310.6,1481,40.9,57,0
0,1,0,299.9,309.5,1349,51.3,176,0
0,1,0,302.4,311.1,1565,42.8,163,0
1,0,0,300.8,310.2,1598,36.5,195,0
0,1,0,298.8,308.6,1535,41.2,40,0
0,1,0,297.8,307.5,1372,54.1,157,0
1,0,0,297.7,308.9,1530,39.1,108,0
0,1,0,297.7,308.8,1354,50.2,103,0
0,1,0,297.8,307.5,1631,29.9,144,0
0,1,0,300.8,310.7,1358,48.1,198,0
0,0,1,300.7,310.2,1479,52.3,9,0
0,1,0,298.2,308.4,1478,42.9,183,0
0,1,0,300.6,309.4,1474,40.7,87,0
1,0,0,303.3,311.3,1566,46.1,41,0
0,0,1,297.2,308.6,1486,46.6,98,0
0,1,0,299.7,311.1,1554,41,192,0
0,1,0,303.3,312.5,1968,20.6,130,0
0,1,0,296.3,307.4,1465,47.1,215,0
1,0,0,301.8,310.7,1420,52,88,0
0,1,0,300.1,311.4,1467,35.7,45,0
1,0,0,300.3,309.8,1444,42,3,0
1,0,0,298.7,310.1,1693,31.9,51,0
1,0,0,300.3,311.4,1386,48.1,119,0
0,0,1,297.3,308.6,1688,29.4,166,0
0,0,1,301,311,1640,37.6,118,0
0,1,0,300.6,310.5,1642,29.9,100,0
1,0,0,300.3,310,1537,37.5,6,0
1,0,0,298,308.1,1403,44.8,148,0
0,0,1,301.2,310.7,1656,26.2,64,0
0,1,0,298,307.8,1567,36.4,109,0
0,1,0,297.6,309.1,1503,38.9,157,0
0,1,0,298,309.1,1822,23.5,122,0
0,0,1,301.8,309.9,1418,51.3,116,0
0,1,0,301.3,310.5,1337,52.7,106,0
0,1,0,298,308.7,1462,48.2,204,0
0,1,0,301.2,311.7,1463,48.3,204,0
0,1,0,303.4,311.6,1449,41.7,132,0
0,0,1,297.4,308.2,1359,46.9,199,0
0,1,0,300.4,310.4,1486,46.3,48,0
0,1,0,302.8,311.1,1563,32.2,78,0
1,0,0,297.4,308.3,1774,28.9,166,0
1,0,0,301,311.5,1530,43.9,165,0
1,0,0,298.8,310.3,1573,41.8,91,0
0,1,0,296.8,307.8,1480,39.4,122,0
0,1,0,303.9,312.7,1789,24.4,163,0
0,1,0,301.8,311,1651,32.5,195,0
1,0,0,300,311.4,1533,42.6,180,0
0,1,0,297.6,309.5,1574,30.9,151,0
1,0,0,297.9,308.8,1602,32.1,59,0
0,0,1,300.3,311.6,1427,56.2,8,0
0,1,0,303.9,313,1626,31.4,209,0
0,1,0,302.2,311.5,1543,38.5,37,0
0,1,0,300.7,310.8,1772,27.3,69,0
0,1,0,297.3,308.5,1503,43.3,90,0
0,1,0,300.8,312.3,1858,26.3,144,0
1,0,0,297.5,308.7,1352,53,171,0
0,1,0,298.5,308.2,1595,32.3,46,0
0,1,0,301.8,309.5,1525,39.6,227,0
0,1,0,300.3,311.9,1609,34,177,0
1,0,0,298.6,309.2,1311,46.6,44,0
0,1,0,298.1,309,1437,36.2,95,0
1,0,0,299.3,308.8,1648,28.4,188,0
1,0,0,301.8,310.9,1346,44.6,142,0
0,0,1,300.4,309.3,1396,51.2,54,0
0,1,0,297.4,309.3,1759,24.8,81,0
1,0,0,302.6,310.4,1451,43.1,35,0
0,1,0,303.8,312.8,1416,58.7,156,0
0,1,0,299.6,309,1378,51.9,162,0
0,1,0,302,310,1449,48.8,181,0
1,0,0,304.2,313.7,2113,18.4,139,0
0,1,0,299.3,308.4,1406,47.4,3,0
1,0,0,299.5,308.7,1321,51.9,114,0
0,1,0,304.2,313.8,1401,53.9,142,0
0,1,0,302.4,311.1,1484,45.9,169,0
0,1,0,295.7,306.3,1915,22.4,79,0
1,0,0,300.7,311,1378,51.6,130,0
0,1,0,300.3,309.9,1540,39.9,203,0
1,0,0,296.9,308,1409,50.7,43,0
0,1,0,296.2,307.2,1356,43.6,22,0
0,1,0,296.7,307.4,1535,34.6,114,0
0,1,0,301.4,310.7,1675,30.7,92,0
0,1,0,302.4,311.1,1446,42.9,5,0
0,0,1,296.9,308,1318,53.5,88,0
0,1,0,300.2,309.8,1506,41.8,161,0
1,0,0,298.1,308.6,1716,30.7,119,0
1,0,0,298,308.7,1436,48.2,201,0
0,1,0,301.6,310.8,1564,34.1,150,0
0,1,0,301.2,310.8,1479,38.2,139,0
0,1,0,298.5,309.6,1421,53.6,122,0
1,0,0,302.3,310.9,1627,32.3,0,0
1,0,0,300.5,309.7,1685,29.4,140,0
0,1,0,298.4,309.7,1581,34.6,150,0
1,0,0,303.8,312.6,1527,41.9,159,0
0,1,0,302.3,311.2,1401,49.7,118,0
1,0,0,301.7,310.5,1458,41.4,153,0
0,1,0,299,309.4,1693,30.1,84,0
1,0,0,299,309,1575,35.3,47,0
0,0,1,303.3,312.6,1827,24.2,132,0
1,0,0,302,311.3,1530,36.4,27,0
1,0,0,302.3,311.7,1442,41.7,127,0
0,1,0,301.4,311.3,1397,42.3,48,0
1,0,0,304.3,313.3,1540,39,14,0
0,1,0,301.1,310.5,1529,38.7,91,0
0,1,0,301.8,311.3,1471,44.2,148,0
0,1,0,299,310.1,1444,47.7,161,0
0,1,0,302.5,310.4,1487,42,152,0
0,1,0,302.1,310.6,1439,40,7,0
0,1,0,302.4,311.7,1721,26.9,112,0
0,1,0,300.3,311.6,1607,33.5,109,0
0,1,0,299.6,310.9,1472,40.9,137,0
0,1,0,297.6,309.1,1449,49.1,174,0
1,0,0,296.3,307.3,1498,41.6,15,0
0,1,0,301.7,310.6,1471,43.8,80,0
1,0,0,297.5,308.5,1612,30,163,0
0,1,0,299.1,308.5,1415,43.4,0,0
1,0,0,298.2,309,1694,28,5,0
1,0,0,303.3,311.8,1583,33.3,72,0
0,1,0,301,311.6,1440,43.3,131,0
0,1,0,300.1,309.7,1601,35.8,160,0
1,0,0,299.3,309.3,1523,37.9,204,0
0,1,0,298.8,309.8,1634,33.6,27,0
1,0,0,299.3,309.3,1471,46,42,0
0,1,0,301.4,311.1,1952,22.7,131,0
1,0,0,302.3,310.1,1563,37.8,31,0
0,1,0,300.1,311.4,1660,31.4,38,0
1,0,0,302.3,311,1521,34.8,72,0
0,1,0,302.4,311.4,1564,35,122,0
0,0,1,298.6,309.7,1463,39.1,66,0
0,0,1,299.6,310.1,1531,36.8,62,0
1,0,0,297.6,308.7,1475,46.6,54,0
0,1,0,301,310.5,1248,61.4,77,0
1,0,0,302.4,311.1,1480,45.7,200,0
0,1,0,298.2,307.8,1375,46.6,188,0
0,1,0,303.6,312.4,2232,16.8,0,0
1,0,0,302,311.3,1725,27.7,23,0
0,0,1,298.9,309.6,1546,35.3,190,0
1,0,0,303.8,312.5,2344,15.2,146,0
0,1,0,297.7,308.9,1662,28.1,19,0
1,0,0,304.3,313.6,1585,32.1,202,0
1,0,0,300.8,310.7,1924,22.4,36,0
0,0,1,302.6,312,1657,29.3,37,0
0,1,0,300.6,310.2,1378,47.3,71,0
0,1,0,299.1,310.5,1532,36.6,62,0
0,1,0,295.6,306.2,1287,54.8,49,0
0,1,0,299.9,309.3,1620,31.1,196,0
0,0,1,302.7,310.4,1305,55.2,20,1
0,1,0,297,307.9,1296,69.1,153,1
1,0,0,300.7,309.6,1996,19.8,203,1
0,1,0,302.3,311.8,1369,56.2,208,1
0,1,0,303.5,312.4,1284,70.6,94,1
0,1,0,301.9,310.4,1286,62.8,22,1
0,1,0,300.8,311.4,1322,67.2,18,1
0,1,0,303.7,312.1,1363,51.8,90,1
0,1,0,303.7,312.1,1363,51.8,90,1
0,1,0,301,310.5,1379,57.3,204,1
1,0,0,297.2,308.1,1340,61.3,207,1
0,1,0,297.8,308.9,1871,25.6,200,1
0,1,0,300.7,311.9,1399,50.2,222,1
0,1,0,301.1,310.9,1282,67.9,10,1
1,0,0,301.6,310.6,1309,65.8,75,1
0,1,0,300.8,310.1,1405,61.2,189,1
1,0,0,300.8,309.4,1342,62.4,113,1
0,1,0,297.4,308.3,1475,40.5,222,1
0,1,0,302.6,310.4,1359,57.2,67,1
0,1,0,302.5,310.2,1307,54,86,1
1,0,0,301.4,310.7,1368,63.7,92,1
0,1,0,302,311.2,1270,65.3,182,1
0,1,0,298.7,309.8,1181,65.9,203,1
0,1,0,302.4,310.9,1349,46.1,148,1
1,0,0,298.7,310.1,1402,69.7,64,1
0,1,0,302.7,310.7,1369,47.5,11,1
1,0,0,299.7,309.2,1685,28.9,179,1
1,0,0,299,310.3,1303,68.6,111,1
0,1,0,300.4,311.8,1272,59.2,198,1
1,0,0,303.7,312,2663,11.4,71,1
1,0,0,300.8,309.4,1342,62.4,113,1
0,0,1,296.9,307.8,1549,35.8,206,1
0,1,0,296.4,307.4,2833,5.6,213,1
0,1,0,303.4,312.2,1337,69.4,52,1
1,0,0,302.6,310.2,2676,10.8,84,1
0,1,0,301.7,309.5,1298,65.5,229,1
0,1,0,299.1,308.8,1320,67.5,20,1
0,1,0,300.8,310.6,1577,37.9,227,1
1,0,0,302.2,310.6,1355,51.5,126,1
0,1,0,301.8,310.6,2672,11.8,124,1
0,1,0,299.5,309.4,1390,58.8,195,1
0,1,0,299.2,310.7,1737,27,225,1
0,1,0,299.1,310.2,1317,54.8,231,1
1,0,0,301.9,310.9,1419,47.7,20,1
1,0,0,301.9,310.4,1373,48,73,1
0,1,0,298,308.3,1405,56.2,218,1
1,0,0,300.3,311.7,1374,47.9,222,1
0,1,0,297.2,307.9,1326,75.4,172,1
0,1,0,300.8,312.4,1465,59.1,91,1
0,0,1,302.8,312.4,1411,53.8,246,1
0,1,0,302.6,311,1284,68,114,1
0,1,0,298.5,309.4,1360,60.9,187,1
1,0,0,301.5,310.4,2639,12,21,1
0,1,0,298.3,308,2886,3.8,57,1
0,1,0,297.8,308.9,1871,25.6,200,1
0,1,0,302,310.1,1361,45.4,174,1
0,1,0,302.6,310.2,1325,62.4,92,1
1,0,0,302.7,310.6,1349,51.2,6,1
0,1,0,300.4,311.8,1272,59.2,198,1
0,1,0,302,311.2,1270,65.3,182,1
0,1,0,303.2,311.2,1363,46.7,29,1
1,0,0,301.1,310.7,2636,12.2,100,1
1,0,0,302.2,310.6,1346,49.2,134,1
1,0,0,302.6,311,1329,48.6,111,1
0,1,0,301.8,309.7,1442,45.3,233,1
0,1,0,303,311.2,1341,51,174,1
0,1,0,303.4,311.9,1298,63.9,59,1
0,1,0,303.8,313.1,2497,13,5,1
0,1,0,297.9,309.8,1336,71.6,31,1
0,1,0,302.4,310.9,1349,46.1,148,1
0,1,0,298,308.7,1268,69.4,189,1
0,1,0,301.8,310.6,2672,11.8,124,1
0,0,1,302.6,311.5,1629,34.4,228,1
0,1,0,302.2,310.6,1348,48.4,161,1
0,1,0,298.3,309.3,1337,56.1,206,1
1,0,0,301.8,310.1,2372,13.9,205,1
0,1,0,302.6,310.2,1325,62.4,92,1
0,1,0,303.4,312,1521,35.9,215,1
0,1,0,302.6,311.5,1442,59.8,169,1
1,0,0,303,312.2,1257,71.3,122,1
0,1,0,297.4,308.7,2874,4.2,118,1
1,0,0,298.7,310.1,1402,69.7,64,1
0,1,0,304,312.9,1363,62.5,200,1
0,0,1,302.3,310.9,1366,48.4,130,1
0,1,0,299,310.4,1365,49.1,226,1
0,1,0,302.7,310.5,1263,67.8,197,1
0,1,0,304,312.9,1363,62.5,200,1
0,1,0,301.8,310.2,2825,5.8,215,1
1,0,0,302.1,310.7,1364,47.8,213,1
0,1,0,299.1,310.2,1317,54.8,231,1
0,1,0,299.6,310.7,1922,23.3,205,1
1,0,0,298,308.7,1479,58.5,176,1
0,1,0,303.4,311.9,1377,41.6,34,1
1,0,0,302.7,310.6,1349,51.2,6,1
0,1,0,302.6,312.1,1288,68.5,0,1
0,1,0,302.6,310.4,1359,57.2,67,1
1,0,0,302.6,310.2,2676,10.8,84,1
0,1,0,300.8,310.1,1405,61.2,189,1
1,0,0,302.8,312.3,1262,70.5,234,1
0,1,0,301.9,309.9,1374,48.5,180,1
0,1,0,298.6,308.2,1361,68.2,172,1
1,0,0,302.1,310.7,1376,46.3,210,1
0,1,0,295.6,306.1,1372,55.6,215,1
0,1,0,298.2,307.6,1511,31,209,1
0,1,0,297.4,308.5,1399,61.5,61,1
0,1,0,298,308.7,1268,69.4,189,1
0,1,0,302.3,310.8,1377,47.3,22,1
0,1,0,298.5,309.5,1385,46.3,203,1
1,0,0,303,312.2,1257,71.3,122,1
0,1,0,298.3,308.1,1412,52.3,218,1
0,1,0,302.7,312.4,1477,46.3,251,1
1,0,0,302.1,311,1351,60.3,207,1
0,1,0,301.3,310.1,1269,56.8,195,1
0,1,0,298.8,308.9,1455,41.3,208,1
1,0,0,300.3,311.7,1374,47.9,222,1
0,1,0,299,310.4,1365,49.1,226,1
0,1,0,303.7,312.7,1359,56.8,194,1
0,1,0,302.3,310.8,1377,47.3,22,1
0,1,0,299.2,309,1515,48.9,228,1
0,0,1,296.6,307.7,1386,62.3,100,1
0,1,0,298,308.2,1348,58.8,202,1
0,1,0,299.1,308.8,1320,67.5,20,1
0,1,0,300.4,311.6,1200,76.6,3,1
0,1,0,298.5,308.2,1301,66.3,42,1
1,0,0,298.9,308.2,1372,63.6,30,1
0,1,0,302,310.8,1615,29,235,1
0,1,0,299,310.4,1365,49.1,226,1
0,1,0,299,310.2,1377,62.5,92,1
0,1,0,302,310.4,1336,58.2,110,1
0,1,0,301,311.1,1236,64.4,177,1
0,1,0,301.8,310.6,2672,11.8,124,1
0,1,0,297.7,308.5,1373,56.7,203,1
0,0,1,303.6,312.2,1371,54.6,112,1
0,1,0,302.5,310.3,1326,58.5,55,1
0,1,0,302.1,310.7,1359,49.3,41,1
1,0,0,302.6,311.6,1227,68.2,187,1
0,1,0,302.6,311,1369,60,93,1
1,0,0,298.2,308.5,2678,10.7,86,1
1,0,0,302.4,310.1,1358,54.6,61,1
0,1,0,297.4,308.3,1475,40.5,222,1
1,0,0,302.7,311.6,2709,9.7,2,1
0,1,0,302.7,310.5,1446,40.9,211,1
1,0,0,302.6,311,1329,48.6,111,1
0,1,0,303.2,311.4,1349,51.1,9,1
0,1,0,303.3,311.3,1350,48.1,32,1
1,0,0,302.3,311.8,1363,54,119,1
0,1,0,302.6,310.4,1365,66.8,80,1
0,0,1,297.9,307.4,1604,36.1,225,1
0,1,0,297.3,308.2,1396,52.7,212,1
1,0,0,300.3,311.7,1374,47.9,222,1
0,1,0,303.3,311.3,1350,48.1,32,1
0,1,0,300.1,311.3,2579,12.5,64,1
0,1,0,298.3,309.3,1337,56.1,206,1
0,1,0,301.7,309.9,1317,49,187,1
0,1,0,298.9,309.1,2861,4.6,143,1
0,1,0,303.3,311.8,1315,62,42,1
0,1,0,299.9,310.2,1288,69.6,62,1
0,1,0,303.5,311.6,1361,46.5,62,1
1,0,0,301.5,310.4,2639,12,21,1
0,1,0,302.6,312.1,1288,68.5,0,1
1,0,0,303.4,311.7,1353,44.1,192,1
0,1,0,301,310.5,1379,57.3,204,1
0,1,0,298.6,308.2,1361,68.2,172,1
1,0,0,298.4,308.7,1421,60.7,119,1
0,1,0,300.5,311.8,1524,38.9,214,1
1,0,0,302.7,310.6,1349,51.2,6,1
0,1,0,301.6,310.7,1380,51.8,216,1
1,0,0,297.5,308.1,1334,72,151,1
1,0,0,301,312.2,2710,9.7,143,1
0,1,0,298.5,309.5,1294,66.7,12,1
0,1,0,302.7,312.4,1477,46.3,251,1
0,0,1,296.9,307.8,1549,35.8,206,1
0,1,0,302.3,311.4,1333,66.7,205,1
1,0,0,301.9,310.9,1419,47.7,20,1
0,1,0,300.5,311.2,1270,67.5,208,1
0,1,0,299,310.4,1371,53.8,228,1
1,0,0,301.8,309.9,1334,61,182,1
0,1,0,303,311.2,1341,51,174,1
0,1,0,298.1,307.7,2567,12.8,125,1
1,0,0,302.3,310.9,1710,30.4,218,1
1,0,0,297.5,308.1,1334,72,151,1
0,1,0,301.8,310.6,2672,11.8,124,1
0,1,0,299.2,310.7,1737,27,225,1
0,1,0,304.4,313.7,1509,35,205,1
0,1,0,301.9,310.4,1286,62.8,22,1
0,1,0,303.5,311.6,1361,46.5,62,1
0,1,0,302.3,311.8,1369,56.2,208,1
0,1,0,303,311.2,1361,47.6,106,1
1,0,0,302.7,311.6,2709,9.7,2,1
1,0,0,300.4,310.2,1671,30.5,234,1
1,0,0,298.2,308.5,2678,10.7,86,1
0,1,0,301.9,309.9,1374,48.5,180,1
1,0,0,302.4,310.3,1375,52.5,161,1
0,1,0,297.8,309,1403,64.2,0,1
0,1,0,299.1,310.1,1435,48.8,229,1
0,1,0,297.9,309.8,1336,71.6,31,1
1,0,0,298.8,310.1,1243,74.5,194,1
0,1,0,298.9,309.8,1287,61.9,216,1
0,1,0,300.5,311.2,1270,67.5,208,1
0,1,0,303.5,311.6,1361,46.5,62,1
0,1,0,303.5,312.4,1284,70.6,94,1
1,0,0,303.7,312,2663,11.4,71,1
1,0,0,299.7,309.2,1685,28.9,179,1
1,0,0,303.3,311.5,1373,47.3,60,1
0,1,0,298.7,309.8,1354,53.3,212,1
0,0,1,302.6,311.5,1629,34.4,228,1
0,0,1,300.5,309.8,1324,72.8,159,1
0,1,0,302.5,310.9,1330,56.9,97,1
1,0,0,299.7,309.3,1399,41.9,221,1
0,1,0,301.8,309.7,1442,45.3,233,1
0,1,0,298.6,309.8,2271,16.2,218,1
0,1,0,300.6,310.3,1648,30.5,217,1
0,1,0,296.4,307.4,2833,5.6,213,1
0,1,0,302.6,311,1369,60,93,1
0,1,0,298.2,307.9,1313,67.3,67,1
0,1,0,300.8,309.9,1312,65.3,192,1
0,0,1,297.9,307.4,1604,36.1,225,1
0,1,0,297,308.1,1362,52.5,213,1
0,1,0,298.5,309.5,1294,66.7,12,1
0,1,0,303.4,311.8,1306,61,215,1
0,1,0,299,310.4,1365,49.1,226,1
1,0,0,300.3,311.7,1374,47.9,222,1
0,1,0,302.8,310.9,1312,52.2,40,1
0,1,0,299.1,309.8,1398,55.4,217,1
0,1,0,303.8,313.1,1256,58.7,213,1
0,0,1,302.3,310.9,1366,48.4,130,1
0,1,0,302.4,310.3,1374,51.2,163,1
0,1,0,299.1,309.8,1398,55.4,217,1
0,1,0,299.4,310.8,1376,53.9,215,1
